X_mean,Y_mean,Z_mean,theta,phi,cos_phi,sin_phi,X_ideal,Y_ideal,Z_ideal
0.51,0.43,0.83,0.6404057446711067,0.5554891896091732,0.8496425633996932,0.5273589996004604,0.5076791367168539,0.31510799151322527,0.8018533829989939
0.13,-0.89,0.36,1.1209319651393932,4.963588152412953,0.24856567376490354,-0.9686150452196164,0.22383490350586133,-0.8722437490951375,0.43484339495613916
-0.94,0.46,0.18,1.3704715020375673,2.7310526364051073,-0.9169054332152561,0.3991045308441683,-0.8985691523297258,0.39112323581073766,0.19898767019686492
0.99,0.32,0.22,1.4014829821686519,0.23359454761691517,0.9728406304518991,0.23147593339686875,0.9589296948222448,0.22816599062874834,0.16850555215932245
0.79,-0.68,-0.17,1.7177340548110334,5.53623556844234,0.7337646381062864,-0.6794037502580851,0.7258576353646456,-0.6720825371101797,-0.14640955055729643
0.24,-0.98,0.16,1.3607456126631436,4.806039269596048,0.09351345784301168,-0.9956180157079537,0.09145806398415769,-0.9737346718294079,0.20850949956667475
-0.73,-0.56,-0.39,1.988596946780964,3.8572473646756067,-0.7546638394173825,-0.6561116440635809,-0.6897503360269683,-0.5996752505240517,-0.4057512388885586
-0.41,-0.89,0.32,1.2801840462842176,4.268560862858383,-0.42939983134796034,-0.9031144915448668,-0.4113945008129624,-0.8652456482335729,0.2865388855176861
-0.66,0.54,0.43,1.1779681725903965,2.4621382390816016,-0.7779156633576464,0.6283686980609655,-0.718661929113605,0.5805059365869614,0.38280267662335715
-0.97,0.01,0.24,1.3616079422943368,3.0366573246587754,-0.9944993386604813,0.10474285371262962,-0.9728190361447508,0.10245943665384163,0.2076660462256053
-0.01,-1.0,0.16,1.4858069444022204,4.696606099947732,-0.01578222519433504,-0.9998754529279711,-0.015725260449678653,-0.9962664783275657,0.08488710352332562
0.46,0.84,0.22,1.4106122838428374,1.0198531923853549,0.5234910415574066,0.8520311786602305,0.5167892805891349,0.8411234288735142,0.15949989613860815
0.43,-0.08,0.95,0.40030898853117264,6.220271679657527,0.9980215904311284,-0.062872132406346,0.3889319290102131,-0.024501453648134414,0.9209406242345503
0.88,-0.13,-0.36,1.9518959734548935,6.133643755903858,0.9888394837472385,-0.14898481594610485,0.917896374396638,-0.1382960780235551,-0.3719414479092238
0.64,-0.03,0.87,0.6542111955852545,6.268026897018051,0.9998851135005726,-0.015157829658195983,0.6084635818913563,-0.00922404704600063,0.7935281888301347
-0.95,0.13,-0.28,1.8855238291771867,2.9616746280122017,-0.9838583653283612,0.17894892280593597,-0.9355319978915493,0.1701590891259071,-0.30955736997992456
-0.07,-0.36,-0.97,2.8047865621859422,4.341565095983137,-0.3623834391055984,-0.9320290999008556,-0.11975842209320568,-0.3080116868049031,-0.9438149824670852
0.45,0.83,-0.1,1.8264152375066014,1.1251220100127162,0.43106642790896754,0.9023201952354846,0.4170597834413638,0.8730010987985167,-0.2528442574638091
