X_mean,Y_mean,Z_mean,theta_ideal,phi_ideal,r_ideal,cos_phi_ideal,sin_phi_ideal,cos_theta_ideal,sin_theta_ideal,X_ideal,Y_ideal,Z_ideal
0.14,0.04,0.04,2.337984191843023,6.256810806089427,0.06899000871045946,0.9996522130072911,-0.026371443449788663,-0.6941136270491478,0.7198654546126495,0.0496462516564318,-0.001309698814263535,-0.04788690517616928
0.54,0.5,0.5,1.113891175114502,0.574804377120887,0.76576332104754,0.8392986728902551,0.5436706150645412,0.4411728387412747,0.8974221561544852,0.576776934283437,0.373617498449112,0.3378339781504893
0.04,-0.22,0.24,1.087753700265552,4.19830291775544,0.08777291412344057,-0.49173925040182465,-0.8707425047706421,0.4644758281845752,0.8855857976685562,-0.03822311133190457,-0.06768320339300335,0.040768396979658617
-0.18,0.0,-0.14,1.7052550105437037,3.0654191225236516,0.07102456764932663,-0.9971001991413712,0.07609988746534371,-0.13405390032058742,0.9909740419450138,-0.0701794047387631,0.005356176648649401,-0.009521120311975606
0.4,0.1,0.34,1.099591947894735,0.05094530354317421,0.37803106223319516,0.998702568675228,0.050923268959303894,0.4539597426916308,0.8910221950183668,0.3363970477865569,0.01715269178117169,0.17161088374082517
-0.62,-0.26,-0.36,2.138997414991743,3.342581184950154,0.7435025357790752,-0.9798697081517207,-0.199638060115454,-0.5381166708025112,0.842870362869891,-0.614061076277095,-0.12510843129501617,-0.40009110928666103
-0.22,0.4,-0.2,2.1721014925216258,2.0917483916235096,0.3736408184666985,-0.49770613264460734,0.8673457243383106,-0.5657191919246564,0.8245979601527728,-0.15334497990723234,0.26723221585508267,-0.21137578189304795
-0.2,0.68,-0.74,2.4099831643866487,1.6247325815288594,0.9979151344122877,-0.05391010736847083,0.9985457928024734,-0.7441001181604704,0.6680681208930523,-0.03594053639143507,0.6657058046543759,-0.742548769430305
0.28,-0.34,-0.42,2.195061815974002,5.4738296494334975,0.6487469372366542,0.6899649786179466,-0.723842751072867,-0.5845014539756194,0.8113926609850418,0.3631896327072409,-0.381022502658826,-0.3791935280770542
0.1,-0.1,-0.02,0.8171090491714084,0.03594567300785238,0.23000045254839985,0.999354023855519,0.035937932658723276,0.6843320601227663,0.7291705092007841,0.16760121073449843,0.006027134409945299,0.15739668352161496
0.62,0.16,0.34,1.1364965409420171,0.2762819725684914,0.6611305868257168,0.9620762911488528,0.2727805161833736,0.42077529487659615,0.9071648974808899,0.5770095474573619,0.1636013314601071,0.2781874176235281
-0.42,0.44,0.4,1.0700596650427752,2.3602706155102133,0.6277004136007399,-0.7099831548485408,0.7042186591047649,0.4800718899683539,0.8772291493459463,-0.39094306534027745,0.3877689201217286,0.3013413238912246
-0.32,0.44,-0.52,2.1613405276343047,1.9449799257816087,0.7566227880899452,-0.36551273974277654,0.9308063370463961,-0.5568131391211052,0.8306377839359951,-0.22971725513554625,0.5849926789406686,-0.42129750976692515
-0.3,-0.26,-0.14,1.8775968691967049,3.7382964410846995,0.4538532556850523,-0.8271923094824633,-0.5619189293243899,-0.3020101293961781,0.9533047161018893,-0.3578933960819416,-0.24312009629835413,-0.1370682804763193
0.36,-0.54,-0.08,1.6389154995452049,5.229028796321176,0.6790371654224399,0.49396130605990773,-0.8694838860586147,-0.06806650362772668,0.9976807861655433,0.3346401788320061,-0.5890425819849829,-0.0462196856835877
-0.54,-0.38,0.48,0.8983443117503677,3.579579996085868,0.8285385759270494,-0.9056071004227967,-0.42411764837579513,0.6229060608273811,0.7822966441091992,-0.5869809674532306,-0.27489734504222374,0.5161017005742463
-0.16,0.28,-0.12,2.083439564027752,2.2623582187003017,0.3049346376976608,-0.6377410082220123,0.7702508723993575,-0.49048240960030914,0.871451092071537,-0.1694705041529737,0.20468309546803487,-0.149565075868546
-0.74,0.4,0.22,1.5510098842821454,2.6180153447435623,0.8630269481496237,-0.8660361369609303,0.49998140913216843,0.01978515146174344,0.9998042547327131,-0.7472662218043445,0.43141296607518226,0.017075118884706475
-0.52,0.16,0.5,0.8011959008895917,2.825483548504623,0.7518263884262533,-0.9504521751668423,0.310870813555435,0.6958483245568219,0.7181887699006884,-0.5131997590881261,0.16785571204166436,0.5231571327440148
0.36,0.74,-0.18,1.712585373712947,0.9470796468409913,0.8616326062455474,0.5840560661969126,0.8117133185667139,-0.14131443325845108,0.9899647624803838,0.4981916000146048,0.6923800305047725,-0.12176112342859163
-0.26,0.02,0.54,0.6811272621470785,2.7229248446692025,0.8512888392975149,-0.913631344745283,0.4065436826454518,0.7768634102881922,0.6296691526154032,-0.4897341039783552,0.2179197411445412,0.661335150836944
-0.56,-0.1,-0.08,1.7383150272834682,3.2979008242459718,0.35363786314011036,-0.9878087299189349,-0.15567245451890607,-0.16673629976117701,0.9860015245129953,-0.3444365290344162,-0.05428103465451285,-0.05896426875543148
-0.08,0.04,0.64,0.21243312227100844,2.5095061078164744,0.5938543647058008,-0.8067964727563314,0.5908294606296661,0.9775208117885235,0.2108389492487242,-0.10101707445702776,0.073976356654026,0.5805050006713723
0.78,-0.36,0.28,1.1488152106818272,5.996537598394536,0.850805957967449,0.9591970845508991,-0.2827383118522412,0.40956858689545367,0.9122793281821425,0.7445025791958292,-0.21945375543966036,0.3484633939269608
-0.26,-0.04,0.06,1.5690564191527014,2.9974987914250097,0.19416207741450964,-0.9896364296773557,0.14359574177341142,0.0017399067643311134,0.9999984863610801,-0.19214957422571943,0.0278808053290671,0.0003378239118700943
0.32,0.34,-0.08,1.2343908147515577,0.7353933243585421,0.2668037820922513,0.7415669377641805,0.6708788838643351,0.33009622476512,0.9439472879328672,0.1867626740710974,0.16895997913027302,0.0880709212217079
0.06,-0.02,-0.4,2.8274789493952537,0.8028839826863684,0.36261695158546203,0.6946349722920289,0.7193623949504534,-0.9510705944821332,0.3089736628119002,0.07782626860028984,0.08059670647683026,-0.3448743197136843
0.24,0.1,0.3,0.774020226654756,0.10576686801893415,0.374653091653261,0.9944118970666053,0.10556978247772991,0.7151062541998265,0.6990157689239156,0.2604249594996161,0.02764750342111466,0.2679167689965478
0.36,-0.42,-0.38,2.3247953819407527,5.660125678673921,0.6276247009230531,0.8120968982081967,-0.583522602750421,-0.6845593658335003,0.7289571144104678,0.3715436626687919,-0.26696829596846455,-0.42964636724532546
-0.24,0.22,0.32,1.0612556905031671,1.85223077763471,0.47343786783827446,-0.2777339505504887,0.9606580310972364,0.4877762882372382,0.8729686664671893,-0.11478644862530578,0.39703652907563586,0.2309317658851056
-0.28,0.4,0.2,0.7774469914378636,2.2774023952575435,0.5231922536086928,-0.6492561935166496,0.7605697832416634,0.7127066976270173,0.7014621608879493,-0.23827674304588076,0.2791287824738905,0.3728826232934883
0.82,0.08,0.14,1.6526278099466087,0.1742033531804332,0.7876011464616444,0.9848649291078976,0.17332360316268497,-0.08174018444912713,0.9966536721681322,0.773085065201995,0.13605306178730753,-0.06437866298411876
-0.48,-0.18,-0.18,2.066506994399848,2.634143391043121,0.49115317431045047,-0.8739868791324794,0.48594951909047995,-0.4756568965167692,0.879630898045331,-0.3775916171597352,0.20994647534469035,-0.23362039460686868
0.08,0.0,0.02,0.7161825446773811,0.23864933267114707,0.10757870271386272,0.971658145919026,0.23639045553744484,0.7543174165401059,0.6565098895707973,0.06862479678498172,0.016695426309448452,0.08114848910585698
-0.54,-0.06,0.14,1.0481527101173511,2.903207358302651,0.5373455884130005,-0.9717205279658515,0.23613389322536243,0.4991725801536311,0.8665025881223707,-0.45244410012070296,0.10994661917042652,0.26822818380228863
0.46,-0.12,-0.46,2.362682922789673,6.214711245055182,0.934896448517574,0.9976565672599962,-0.06842056564367695,-0.7116798792232609,0.702503914230209,0.6552293218784156,-0.04493646641586309,-0.6653469915672425
0.0,-0.1,-0.2,1.0451692241370467,5.020029599681701,0.03672818890591556,0.3028108719993903,-0.9530506680124456,0.5017555530289797,0.8650094594884976,0.00962037130231328,-0.03027863971877435,0.018428572736240545
0.52,-0.08,-0.46,2.4142571809446247,6.25746597019805,0.6103077815400959,0.9996692760839411,-0.025716501585735997,-0.7469486473688443,0.6648817324862024,0.40564829316432877,-0.010435306179736599,-0.4558685719000548
-0.26,-0.54,-0.42,2.20502340048915,4.317104192654465,0.6464685204315495,-0.3850710312965105,-0.922886938284556,-0.5925550761389691,0.8055299384516634,-0.2005256423072737,-0.48059314005888687,-0.3830682033457635
0.0,-0.1,-0.08,1.6844005171486405,4.586714661878096,0.17226481435578822,-0.12534376223859642,-0.99211337117684,-0.11335998704183976,0.9935539810890367,-0.021453135430070193,-0.1698045609427734,-0.019527937123137107
0.54,0.18,-0.34,1.9969929908689352,0.2521366179314054,0.654855667168183,0.9683816027694584,0.24947358861742233,-0.41341069358235555,0.9105446712994129,0.5774220677079049,0.14875494842736853,-0.27072433556033465
0.58,0.06,-0.26,1.7865869117293351,0.10381537302920231,0.7016749169847664,0.9946160223123439,0.10362899285224644,-0.21411974436519912,0.976807419644723,0.6817110799709828,0.07102744280086128,-0.15024245385225043
0.16,0.34,0.08,1.2601681643053313,0.7044088735823162,0.43362008531276586,0.7619944885908171,0.6475835076321966,0.30565679644400384,0.9521417556160369,0.31460297996333003,0.2673663711832917,0.1325389261504757
-0.1,-0.6,-0.12,1.7552738769483152,4.435943966625961,0.5827187021330221,-0.2729373706207028,-0.9620318039018549,-0.183432973553606,0.9830322193159704,-0.15634705763937295,-0.5510818894220868,-0.10688982427755822
-0.42,0.02,-0.12,1.8291432827835659,3.0300896044565238,0.6003546855090818,-0.9937899730878231,0.11127214112303141,-0.2554827162104956,0.9668136230513652,-0.5768265959319481,0.06458581000432917,-0.15338024574355802
0.32,-0.18,-0.62,2.5080384066159964,6.274727628360618,0.595009777518401,0.9999642340477002,-0.0084575779864155,-0.8059284429801499,0.5920129599895524,0.3522409009295291,-0.002979211443951144,-0.47953530355337026
0.66,-0.1,0.38,0.8959331609624726,0.09533467121454064,0.8371755836394877,0.9954590910421135,0.09519032546225047,0.6247904834920939,0.7807924511275167,0.6506921637173092,0.06222214393074063,0.5230593376698915
-0.12,-0.14,0.02,1.278670178624529,0.13164636854808343,0.09162648449929123,0.9913471244075103,0.13126644250896838,0.2879889457083966,0.9576337332977396,0.08698536920482221,0.011517923121702132,0.026387414669917675
0.12,-0.08,0.16,0.8592998892313812,0.5374345127947063,0.34627426647740844,0.859024866625683,0.5119338614691623,0.6529678819621427,0.7573855987050938,0.225290561120423,0.13426138332871893,0.226105974359748
-0.06,0.12,-0.1,2.982863203800477,1.4030198796473181,0.14214331338038944,0.16699043281865744,0.9859585160375853,-0.9874289082628176,0.1580637565253342,0.0037518919623845816,0.022152226143297607,-0.14035641674805754
-0.64,-0.08,0.3,1.1804321521093981,3.205764096624481,0.7400055386090457,-0.997941719423721,-0.06412740937873013,0.38052521837080233,0.9247705435316661,-0.6829267700505588,-0.04388465148447334,0.2815907691748103
0.18,0.1,0.32,0.44757507638972954,6.158144284227936,0.36653905440895607,0.9921925518688948,-0.12471543615723991,0.9014992120845171,0.4327807419594763,0.15739254027681132,-0.019783739831088984,0.33043466874787786
0.06,0.44,-0.18,1.7526746972314737,1.7290639365731086,0.28227106724910045,-0.1576077055063905,0.9875018031198783,-0.18087727941311238,0.9835056734925889,-0.04375429407138989,0.2741455067244983,-0.051056422701052984
-0.52,0.14,-0.04,1.660015354844781,2.5807836053086324,0.4683001989551471,-0.8468250784906299,0.5318714942909974,-0.08910071071971978,0.9960226219063706,-0.3949910504585657,0.24808485905190714,-0.041725880557089756
0.22,-0.34,0.1,1.2030501917096392,4.9975398732250955,0.2933283332065102,0.2813022541665547,-0.9596192170860351,0.35951317536474386,0.9331400091835945,0.07699704131876389,-0.2626635208707054,0.10545540049552016
0.04,0.0,-0.06,0.7731533131350798,0.02040733513148594,0.027319511641743288,0.999791777562914,0.020405918690137744,0.715711971629349,0.6983955710529886,0.019075853086068933,0.00038934137662963603,0.019552901541063095
-0.34,0.08,-0.62,2.754671721427844,3.3210307651487416,0.534461494741808,-0.98394413212186,-0.17847673479464954,-0.9260752995588792,0.37733875966687036,-0.19843500187064214,-0.03599394523189876,-0.4949515888457063
-0.04,0.54,0.0,1.7612970510779422,1.5913479703940625,0.5552030889142896,-0.02055019689658014,0.9997888224057677,-0.18935058464672538,0.9819095457800292,-0.011203129164082951,0.5450440874404557,-0.10512802948358857
-0.16,-0.4,-0.72,2.64757904563142,4.235868576261417,0.8831964468027265,-0.45869000238055047,-0.8885963547731505,-0.8804368491093376,0.47416342618386487,-0.1920899483895436,-0.3721258955757627,-0.7775986967675552
0.0,-0.08,0.44,0.2910902979144374,2.893636935744207,0.3538804064636101,-0.9694161602720364,0.24542271329977064,0.9579315329038789,0.2869968262340627,-0.09845638066221263,0.02492575745489386,0.3389932002283338
-0.58,0.48,-0.08,1.5641762166777704,2.4637210936710514,0.7578239940304546,-0.7789093047140234,0.6271365840308766,0.006620061761897895,0.9999780871510479,-0.5902632256535253,0.47524873663090766,0.0050168416451297215
0.5,-0.24,-0.02,1.7336088874932163,5.5977532297424775,0.47503770877038654,0.7741456110786027,-0.6330075614459411,-0.162094209468279,0.9867752871129545,0.36288499090090715,-0.29672575790420946,-0.07700086187075833
-0.12,-0.08,0.22,0.7046474157800505,2.21261044246793,0.1991471165201164,-0.5986495523604107,0.8010110570139964,0.761839990919505,0.6477652570459212,-0.07722614134058077,0.10333089344246153,0.15171823744133106
0.5,-0.08,-0.46,2.1788999025161955,6.214675826221891,0.6823978188928292,0.9976541432576115,-0.0684559014323906,-0.571312030494032,0.8207329430532115,0.5587525347622081,-0.038339848236267314,-0.3898620835163609
0.18,0.84,-0.18,1.6696632515003393,1.3807440694173407,0.6977255190169334,0.1889102116846821,0.9819943645058502,-0.0987059381643709,0.9951166453090268,0.13116381284152828,0.6818166360030861,-0.06886965193578898
0.06,0.04,0.58,0.034895359852529007,1.0500320841113155,0.5140632464714964,0.49754321713230676,0.8674391892724437,0.9993912187095209,0.03488827835102571,0.00892332895221315,0.01555733243944668,0.5137502943849217
0.32,-0.02,-0.36,2.92943072249829,5.651332248445374,0.4119624569415259,0.8069344017847192,-0.590641068006905,-0.9775779535054394,0.21057384647699479,0.07000036441593309,-0.051237238006032686,-0.4027254155779696
0.1,-0.36,-0.04,2.3411499847684256,4.8231896995680295,0.29446246401172194,0.11057414527491621,-0.9938678777366344,-0.6963890899204578,0.7176644309423148,0.02336710741967684,-0.21002936448025628,-0.20506044732885864
0.36,-0.4,-0.22,2.156123305836135,5.588845237439465,0.5574116576468948,0.7684761442441858,-0.6398784382424441,-0.552471959184603,0.8335314836973624,0.3570495137277692,-0.29730042621434,-0.30795431057251715
0.2,-0.18,-0.08,1.919370288707007,5.322569359355685,0.4646403105003406,0.5730152980461449,-0.8195446712688014,-0.341557877986436,0.9398607428685395,0.2502341689902105,-0.3578928528864317,-0.15870155848145506
0.22,-0.36,-0.14,1.9600463279121803,5.064237647280155,0.3160904474199687,0.3446338077647033,-0.938737204198066,-0.3794946274990184,0.9251939405872593,0.10078642241148074,-0.2745289703564848,-0.11995462659963912
0.14,-0.26,-0.16,2.0703059069819054,5.291542305778012,0.5826778747168274,0.5473155287637411,-0.8369263479984762,-0.4789950970918696,0.8778175761295455,0.2799436173593352,-0.42807517238044196,-0.2790998451732709
-0.08,0.2,-0.44,2.8617114962736943,1.6172792002555947,0.40100484248337664,-0.046466136340570605,0.9989198657417818,-0.9610882743709068,0.27624143220515,-0.005147246850252391,0.11065450105229876,-0.3854010520767257
-0.04,0.06,0.08,0.8499791802799601,1.384254426421087,0.17736677088639974,0.18546190403735582,0.9826514550698221,0.6599987871896491,0.75126666431314,0.02471275092386242,0.1309380531821791,0.11706185367276817
0.02,-0.02,-0.12,1.840831560541729,4.001883278075476,0.06477136048283672,-0.652217193008803,-0.7580321451915597,-0.26676539378302855,0.9637614978197592,-0.04071409958091086,-0.04731950732927718,-0.01727875748506641
0.4,0.36,-0.46,2.19053459562857,0.6352201847019155,0.7302828073539449,0.8049410683448743,0.5933547644468798,-0.580822123280642,0.8140305037944012,0.47851531442682443,0.3527330792796678,-0.4241644107626663
0.26,0.4,0.14,1.530580201910548,1.3371449345352031,0.4960014300716653,0.23153123380097163,0.9728274707133839,0.040205285258495885,0.9991914406345177,0.1147469682570642,0.4821336675357891,0.019941878984653216
-0.66,0.26,-0.08,1.7695124704786487,2.9737734066394053,0.6395019018137161,-0.985951367976941,0.16703263149576084,-0.19741090274240058,0.9803208329309494,-0.6181097102844895,0.10471560242747718,-0.1262446477425277
0.48,-0.22,-0.34,2.257000141058164,6.096219401391654,0.6257463461947401,0.9825727298899245,-0.18587853689079198,-0.6336048095609224,0.7736568653487587,0.4756761894402555,-0.08998620808135717,-0.3964758945141613
0.22,-0.24,-0.18,1.6541109666744904,5.137350414265893,0.34852044434232077,0.4122856462087983,-0.9110546338887661,-0.08321828760230021,0.9965313425118855,0.14319156529930677,-0.31641979365357614,-0.029003274572560744
0.34,-0.02,-0.18,2.048503019368482,6.234658123740515,0.3491337429383694,0.9988227872779024,-0.04850813967162786,-0.4597438109733036,0.8880515909966848,0.3096837825236015,-0.0150398893257461,-0.16051207751785967
-0.44,-0.16,-0.28,1.7085914599675618,3.7476146504236967,0.41110612228568655,-0.8219203951499452,-0.569602373622651,-0.13735948282133856,0.9905212630120842,-0.3346936743635763,-0.23194741544185707,-0.056469324341847926
0.34,-0.08,-0.06,1.6466346495750632,5.719404865777156,0.3350996967777665,0.8452409431351604,-0.5343853928093324,-0.07576564694743705,0.9971256524343541,0.2824258535909639,-0.17855766682445753,-0.025389045318257475
0.1,-0.58,0.48,1.1910108664104782,4.962412558747554,0.6877820412391386,0.24742680455441232,-0.968906588060992,0.37072122552436637,0.928744191338881,0.15804970467123844,-0.6189119257828051,0.2549754012218237
-0.22,-0.08,0.14,0.9204926053756851,4.197362044068804,0.340132210843451,-0.49255829133710394,-0.8702794549080615,0.6054281655202045,0.7958999537597925,-0.1333410514780918,-0.2355944050443396,0.20592562044528195
-0.6,0.56,-0.18,1.7997684290106657,2.3124501628329033,0.9177178605198656,-0.6755082948397089,0.7373523876700672,-0.22697657374388913,0.9739002181802224,-0.6037460930519115,0.6590202173075264,-0.2083004556443715
-0.06,0.28,-0.08,1.5696718995221444,2.4725280597893478,0.1733575390543659,-0.7844021970222701,0.6202525238212545,0.0011244270358098264,0.9999993678317207,-0.13598194854108983,0.10752538314773273,0.00019492790377423352
-0.18,0.14,0.18,0.2546720438179086,3.630338411148597,0.06623098846553066,-0.8829224434087761,-0.46951885896636414,0.9677459690896215,0.25192804391490303,-0.014731952430192173,-0.007834130332745635,0.06409477211633852
0.1,-0.5,0.42,0.9119769846711138,5.186219729763753,0.6119291619152283,0.4562983287245201,-0.8898268568677896,0.6121837143118642,0.7907155619635482,0.22078538138922732,-0.4305533235528047,0.3746130672370107
-0.18,-0.06,-0.18,1.8955959241279834,4.62450163257681,0.284153092857225,-0.08777424846121322,-0.9961403923679981,-0.31911886771347975,0.9477146977172332,-0.023637259499729786,-0.2682566853644988,-0.09067861324988091
-0.32,-0.28,0.44,1.117002322861563,3.8475079520117963,0.5874328588843919,-0.761018088475213,-0.648730659837758,0.4383786952188451,0.898790364644739,-0.40180156434354,-0.3425161607954579,0.2575180502064156
0.04,-0.34,-0.28,1.8947910312637113,4.885728826682817,0.568340038326041,0.17247310100508534,-0.9850142280341384,-0.31835595562730973,0.9479712471993137,0.09292333520961166,-0.5306961303789298,-0.18093443602254866
0.56,-0.44,0.02,1.7223229826139135,5.804754295426059,0.5436673415583227,0.8877183568127377,-0.4603869231176021,-0.1509474708609918,0.9885417851768685,0.47709347559867843,-0.24742937395029282,-0.08206521019794777
-0.02,-0.26,0.12,1.2351387383429888,4.461051895574686,0.40950693438925534,-0.24869925579595084,-0.9685807556247131,0.3293901320590196,0.9441939106466116,-0.09616055056507278,-0.374505578754221,0.13488754319756113
0.0,0.18,-0.12,1.431443004427259,2.5452185703641406,0.2708290279486767,-0.827377531589149,0.5616461699517292,0.13890273497500658,0.9903060285671612,-0.22190564832476806,0.1506355354282815,0.037618892692693695
-0.22,-0.42,0.2,1.0776102787744963,4.230212987214855,0.5763756510090161,-0.463708175662618,-0.8859879953044774,0.4734346496360984,0.8808289462341395,-0.23541924197489608,-0.44980578993542314,0.27287620439423166
-0.16,0.08,-0.12,1.5146977881679378,0.797505857842596,0.04377302796301352,0.698493728544034,0.7156161758824722,0.05606911914262803,0.9984268896011214,0.03052708736927172,0.03127540968701935,0.0024543151200917546
0.18,-0.32,0.0,1.570283908024522,5.511709136353406,0.2732068882307288,0.7168822732614548,-0.6971942385615998,0.0005124187479501736,0.9999998687135048,0.19585714939213097,-0.1904782434025828,0.000139996331598502
0.1,0.16,-0.12,2.543160947400442,2.690697079311729,0.021415538670685685,-0.9000571973572996,0.43577177683429996,-0.8262201248679037,0.5633474108072792,-0.010858639486182525,0.0052573199089906405,-0.017693949034607304
-0.08,0.02,0.04,0.24068180707764952,4.424280659875881,0.03099257994083482,-0.28413902426616994,-0.9587830906357646,0.9711756817630026,0.23836483623254304,-0.0020990887602339615,-0.007083049624224156,0.030099239953634616
-0.06,-0.66,-0.48,2.141204113604834,4.588719662280678,0.7588310690354364,-0.12335432392019896,-0.9923626911417975,-0.5399753199696706,0.8416808503367841,-0.07878561468494501,-0.6338156793157239,-0.409750049305337
0.26,-0.18,-0.26,2.349616997203242,5.678764973371677,0.43424339209904717,0.8228316515752155,-0.5682852040709867,-0.7024405289553869,0.7117424416745683,0.2543121277834691,-0.1756395967005953,-0.30503015804143624
0.62,-0.18,-0.18,1.7153343449560159,5.831903038263063,0.6358734807339168,0.8998886194577957,-0.43611979153707586,-0.14403528054950046,0.9895725531546571,0.5662485640116205,-0.274425301481989,-0.09158821519149707
0.08,0.38,-0.32,2.1414184794382995,1.5948562289572545,0.5572383178632652,-0.024057580934626614,0.9997105745162316,-0.5401557351786184,0.8415650787393963,-0.011281858124619827,0.46881658210035454,-0.30099547325512854
