n_states,n_shots,decoherence,svr_fid_avg,mle_fid_avg,svr_infid_avg,mle_infid_avg,svr_mse,mle_mse,time_svr_train,time_svr_infer_batch,time_svr_infer_per_state,time_mle_batch,time_mle_per_state,svr_best_kernel,svr_best_C,svr_best_gamma,file_details
1000,10,0.8,0.922443804795254,0.9047294149903229,0.07755619520474599,0.09527058500967711,0.06158321276881328,0.09062248206496025,1.706102899999678,0.021786600002087653,0.00010893300001043826,13.207886219024658,0.0660394310951233,rbf,1,scale,results_data/preds_N1000_S10_D0p8.csv
1000,50,0.0,0.9829381753439489,0.9049685151100186,0.017061824656051106,0.09503148488998137,0.00951297563650816,0.06429151062881461,1.5502216999993834,0.048318000001017936,0.00024159000000508967,12.8009934425354,0.064004967212677,rbf,0.1,scale,results_data/preds_N1000_S50_D0p0.csv
1000,50,0.1,0.9788222476234065,0.9178669769040194,0.021177752376593473,0.08213302309598058,0.010143014638825264,0.057240324849809295,1.5889305000018794,0.03418940000119619,0.00017094700000598096,8.268702030181885,0.041343510150909424,rbf,0.1,scale,results_data/preds_N1000_S50_D0p1.csv
1000,50,0.3,0.9785227259250562,0.9206540991460617,0.02147727407494382,0.07934590085393833,0.013392950299970672,0.05922572771557103,1.5150452999987465,0.022202700001798803,0.00011101350000899401,7.157775640487671,0.035788878202438354,rbf,1,auto,results_data/preds_N1000_S50_D0p3.csv
1000,50,0.5,0.9701747079411673,0.93792577247584,0.029825292058832664,0.06207422752416003,0.014756510323746294,0.051703408741092104,1.5715956999993068,0.010355800000979798,5.177900000489899e-05,8.065762758255005,0.04032881379127502,rbf,1,scale,results_data/preds_N1000_S50_D0p5.csv
1000,50,0.8,0.9771133238037477,0.9586218807903474,0.022886676196252287,0.04137811920965262,0.01635000227724206,0.039188082057670375,1.5902394999975513,0.01812670000072103,9.063350000360515e-05,11.114161252975464,0.05557080626487732,rbf,1,scale,results_data/preds_N1000_S50_D0p8.csv
1000,100,0.0,0.9895039821564237,0.9134658439565273,0.010496017843576344,0.0865341560434727,0.005211274129145259,0.058384625831124144,1.5818861000007018,0.025294099999882746,0.00012647049999941373,9.005285263061523,0.045026426315307615,rbf,0.1,scale,results_data/preds_N1000_S100_D0p0.csv
1000,100,0.1,0.9866508358191197,0.9357317994727395,0.01334916418088028,0.06426820052726046,0.006668329969539509,0.04444840930611912,1.664067800000339,0.022110900001280243,0.00011055450000640122,8.533190965652466,0.042665954828262326,rbf,0.1,scale,results_data/preds_N1000_S100_D0p1.csv
1000,100,0.3,0.9878844152683428,0.9298786805696821,0.012115584731657192,0.07012131943031785,0.007197658319901372,0.04911107222089613,1.64024419999987,0.03879640000013751,0.00019398200000068756,8.900465965270996,0.04450232982635498,rbf,1,auto,results_data/preds_N1000_S100_D0p3.csv
1000,100,0.5,0.9886667304857559,0.952598076026454,0.011333269514244071,0.047401923973546034,0.007252057072874417,0.03738429455330137,1.7767375000003085,0.02621269999872311,0.00013106349999361555,8.359066724777222,0.041795333623886106,rbf,1,auto,results_data/preds_N1000_S100_D0p5.csv
1000,100,0.8,0.9853398599940613,0.9562070445719041,0.014660140005938738,0.043792955428095914,0.008317295584751043,0.03852291507885908,1.6912854000001971,0.0186835999993491,9.341799999674549e-05,9.15592622756958,0.0457796311378479,rbf,1,scale,results_data/preds_N1000_S100_D0p8.csv
1000,400,0.0,0.9960205770259174,0.9096333901179219,0.003979422974082603,0.09036660988207812,0.0011519404943285943,0.05884776666951543,1.8309344999979658,0.020218599998770515,0.00010109299999385258,9.549753904342651,0.04774876952171326,rbf,0.1,scale,results_data/preds_N1000_S400_D0p0.csv
1000,400,0.1,0.9956255554150824,0.9266835925847215,0.004374444584917647,0.07331640741527845,0.0015842321569746055,0.04837853618828574,2.134657499998866,0.03663390000292566,0.0001831695000146283,9.43176794052124,0.0471588397026062,rbf,10,scale,results_data/preds_N1000_S400_D0p1.csv
1000,400,0.3,0.9941962857771265,0.9354105096945563,0.005803714222873513,0.0645894903054437,0.0015514458301395398,0.04607830903536714,2.0035982000008516,0.020159899999271147,0.00010079949999635573,9.096310377120972,0.045481551885604855,rbf,1,scale,results_data/preds_N1000_S400_D0p3.csv
1000,400,0.5,0.9950564409055829,0.9442039834340676,0.004943559094417127,0.05579601656593236,0.0016343896733949754,0.04154262274021802,1.9763196999992942,0.021522999999433523,0.00010761499999716761,8.232523918151855,0.04116261959075928,rbf,1,scale,results_data/preds_N1000_S400_D0p5.csv
1000,400,0.8,0.9957272945232633,0.9693201897717779,0.004272705476736749,0.030679810228222082,0.0023098714992939155,0.02639646474997076,1.7061250000006112,0.02221849999841652,0.0001110924999920826,7.86644434928894,0.039332221746444705,rbf,1,scale,results_data/preds_N1000_S400_D0p8.csv
1000,1000,0.0,0.9979458883078158,0.9269371206170557,0.0020541116921841684,0.07306287938294431,0.0005778889904157583,0.04674973426419107,1.9739087999987532,0.015614299998560455,7.807149999280228e-05,7.716220855712891,0.038581104278564454,rbf,0.1,scale,results_data/preds_N1000_S1000_D0p0.csv
1000,1000,0.1,0.9978530813979526,0.928951627454997,0.0021469186020474096,0.07104837254500296,0.0006286247141825636,0.0469791276285596,2.0482984999980545,0.01901429999998072,9.507149999990361e-05,8.549920320510864,0.042749601602554324,rbf,10,scale,results_data/preds_N1000_S1000_D0p1.csv
1000,1000,0.3,0.9967495226051739,0.9354199328547071,0.00325047739482609,0.06458006714529285,0.0006996566984433221,0.04366455427194008,1.953475200003595,0.01666280000063125,8.331400000315626e-05,8.120951175689697,0.04060475587844849,rbf,1,scale,results_data/preds_N1000_S1000_D0p3.csv
1000,1000,0.5,0.9962550883719078,0.9532054674973406,0.003744911628092207,0.046794532502659414,0.0008894102383910941,0.03550201516399248,1.9578427000014926,0.01760439999998198,8.80219999999099e-05,7.589054584503174,0.03794527292251587,rbf,1,auto,results_data/preds_N1000_S1000_D0p5.csv
1000,1000,0.8,0.997606868375016,0.976643074923242,0.0023931316249840018,0.023356925076758017,0.0010008383827857792,0.02180209983663726,2.1672393000008014,0.017856400001619477,8.928200000809738e-05,7.915918827056885,0.039579594135284425,rbf,1,auto,results_data/preds_N1000_S1000_D0p8.csv
1000,5000,0.0,0.9990901872670577,0.9388932983173174,0.0009098127329423278,0.06110670168268262,0.00010473115364568812,0.04106392880592205,2.104072600002837,0.020493600000918377,0.00010246800000459189,7.750063180923462,0.03875031590461731,rbf,0.1,auto,results_data/preds_N1000_S5000_D0p0.csv
1000,5000,0.1,0.9987783622185283,0.9239725307281723,0.0012216377814716628,0.07602746927182769,0.00017135187326172067,0.052239519990086546,2.756308900003205,0.02309140000215848,0.0001154570000107924,8.550273895263672,0.04275136947631836,rbf,10,scale,results_data/preds_N1000_S5000_D0p1.csv
1000,5000,0.3,0.9984112006956714,0.9414459209532047,0.0015887993043286475,0.058554079046795326,0.0001434689196556525,0.04058136092296321,3.0361551999994845,0.025025300001288997,0.00012512650000644497,8.087539434432983,0.040437697172164916,rbf,10,scale,results_data/preds_N1000_S5000_D0p3.csv
1000,5000,0.5,0.9983213047145492,0.9505292936742172,0.0016786952854508375,0.049470706325782765,0.0001828036909931817,0.038255304842842924,3.413186899997527,0.02255940000031842,0.0001127970000015921,9.596727848052979,0.04798363924026489,rbf,10,scale,results_data/preds_N1000_S5000_D0p5.csv
1000,5000,0.8,0.9989059190010724,0.9710362087466635,0.0010940809989276046,0.02896379125333648,0.0001938566192973063,0.025167721753396932,3.2877659000005224,0.023593599999003345,0.00011796799999501673,9.184031963348389,0.04592015981674194,rbf,1,auto,results_data/preds_N1000_S5000_D0p8.csv
5000,10,0.0,0.9360932295786502,0.8790385489041691,0.06390677042134985,0.1209614510958309,0.04761994175240349,0.1015858767178221,24.270552199999656,0.51477590000286,0.00051477590000286,44.52202749252319,0.044522027492523195,rbf,1,scale,results_data/preds_N5000_S10_D0p0.csv
5000,10,0.1,0.931975777456755,0.8856162335276088,0.06802422254324503,0.11438376647239124,0.04808375697775377,0.0973366837871212,24.06258539999908,0.3730851000000257,0.0003730851000000257,37.55989217758179,0.03755989217758179,rbf,1,scale,results_data/preds_N5000_S10_D0p1.csv
5000,10,0.3,0.9240625439350784,0.8834237492394934,0.07593745606492164,0.1165762507605066,0.05156016420071152,0.10090546430635317,23.92484070000137,0.4152953999982856,0.00041529539999828557,37.778273820877075,0.037778273820877076,rbf,0.1,scale,results_data/preds_N5000_S10_D0p3.csv
5000,10,0.5,0.9218510655429065,0.889385469826832,0.07814893445709348,0.11061453017316802,0.05368291201995468,0.0988371095424397,24.588073099999747,0.41453940000064904,0.00041453940000064904,38.61961030960083,0.03861961030960083,rbf,0.1,scale,results_data/preds_N5000_S10_D0p5.csv
5000,10,0.8,0.928794667354302,0.8967748216887088,0.07120533264569795,0.10322517831129119,0.05657913058946298,0.0958066253209046,26.313918300002115,0.4312181999994209,0.0004312181999994209,39.96765971183777,0.03996765971183777,rbf,0.1,scale,results_data/preds_N5000_S10_D0p8.csv
5000,50,0.0,0.9881653224290562,0.9055531962474273,0.011834677570943808,0.09444680375257275,0.009818026835301686,0.06367667161878435,25.170094100001734,0.6240152000027592,0.0006240152000027593,40.26030468940735,0.04026030468940735,rbf,10,scale,results_data/preds_N5000_S50_D0p0.csv
5000,50,0.1,0.9828566016038198,0.9023466831450913,0.017143398396180176,0.09765331685490874,0.011287643964184052,0.06874627806031412,23.62519500000053,0.6422096999995119,0.0006422096999995119,41.49621939659119,0.041496219396591184,rbf,0.1,scale,results_data/preds_N5000_S50_D0p1.csv
5000,50,0.3,0.9797897162796776,0.9176109117057669,0.02021028372032241,0.08238908829423308,0.011782104685047918,0.059104208712867166,23.178899400001683,0.5681299000025319,0.0005681299000025319,36.69679284095764,0.03669679284095764,rbf,1,scale,results_data/preds_N5000_S50_D0p3.csv
5000,50,0.5,0.976648647041603,0.9346590075201553,0.023351352958396965,0.0653409924798447,0.013547125281472472,0.05114508532654449,23.403831900002842,0.5863954000014928,0.0005863954000014928,37.64212775230408,0.03764212775230408,rbf,0.1,scale,results_data/preds_N5000_S50_D0p5.csv
5000,50,0.8,0.9801064724554933,0.952015094982381,0.019893527544506684,0.047984905017618984,0.015536010421909172,0.04353428025909834,25.02441860000181,0.5984330999999656,0.0005984330999999657,37.45519399642944,0.037455193996429444,rbf,1,auto,results_data/preds_N5000_S50_D0p8.csv
5000,100,0.0,0.9933308451306045,0.9258928897794476,0.006669154869395455,0.07410711022055239,0.005371237606344819,0.04976327031962099,24.851370399999723,0.5173348000025726,0.0005173348000025726,37.199222803115845,0.03719922280311584,rbf,10,scale,results_data/preds_N5000_S100_D0p0.csv
5000,100,0.1,0.9898590224596269,0.9217552108107506,0.01014097754037313,0.07824478918924938,0.005621316539717469,0.052805348263501854,24.321672599999147,0.5204704999996466,0.0005204704999996466,37.92307806015015,0.03792307806015015,rbf,10,scale,results_data/preds_N5000_S100_D0p1.csv
5000,100,0.3,0.9889436858460892,0.9343715323404608,0.01105631415391084,0.06562846765953922,0.005837123656181462,0.047243308877539185,23.150185299997247,0.5230479999991076,0.0005230479999991075,39.71504855155945,0.03971504855155945,rbf,1,scale,results_data/preds_N5000_S100_D0p3.csv
5000,100,0.5,0.9864994423490082,0.9411945603143993,0.013500557650991785,0.0588054396856007,0.007083532236855923,0.044761223767533415,23.94717110000056,0.7166906999991625,0.0007166906999991624,40.38645792007446,0.04038645792007446,rbf,1,scale,results_data/preds_N5000_S100_D0p5.csv
5000,100,0.8,0.9902170472367272,0.9653327233682483,0.00978295276327279,0.03466727663175173,0.00754608262912945,0.031147068100385585,24.941781000001356,0.5466650000016671,0.0005466650000016671,52.7318160533905,0.0527318160533905,rbf,1,scale,results_data/preds_N5000_S100_D0p8.csv
5000,400,0.0,0.9979272617167851,0.9271071537077902,0.002072738283214859,0.07289284629220982,0.001309191332445965,0.04710357776271273,40.01074670000162,0.46685860000070534,0.0004668586000007053,40.01643681526184,0.04001643681526184,rbf,10,scale,results_data/preds_N5000_S400_D0p0.csv
5000,400,0.1,0.9966792386426258,0.9264959433588378,0.0033207613573742467,0.07350405664116222,0.0014382423338221214,0.048737546814006875,26.225287799999933,0.43894670000008773,0.00043894670000008774,41.789122104644775,0.04178912210464478,rbf,10,auto,results_data/preds_N5000_S400_D0p1.csv
5000,400,0.3,0.9949087426249624,0.9374144229440657,0.005091257375037572,0.06258557705593426,0.0016831978706073317,0.044358522108574945,23.560365699999238,0.4937304999984917,0.0004937304999984917,41.889140605926514,0.041889140605926516,rbf,1,scale,results_data/preds_N5000_S400_D0p3.csv
5000,400,0.5,0.9953410365998168,0.9444306961127893,0.004658963400183236,0.05556930388721071,0.0017102063880442605,0.04165336725718178,29.712698800001817,0.5405722999967111,0.0005405722999967111,43.98722505569458,0.04398722505569458,rbf,10,auto,results_data/preds_N5000_S400_D0p5.csv
5000,400,0.8,0.996555473953462,0.9664328172110151,0.003444526046537999,0.03356718278898485,0.002047516622142855,0.02830439921749517,26.907130499999766,0.5683349999999336,0.0005683349999999336,42.86854863166809,0.04286854863166809,rbf,1,auto,results_data/preds_N5000_S400_D0p8.csv
5000,1000,0.0,0.9990021693787319,0.924054960742482,0.0009978306212681254,0.07594503925751805,0.0005201306908940881,0.04966627343399698,27.856357299999218,0.413606099999015,0.000413606099999015,41.04825043678284,0.041048250436782834,rbf,10,scale,results_data/preds_N5000_S1000_D0p0.csv
5000,1000,0.1,0.9971682826722258,0.927129465049883,0.002831717327774208,0.07287053495011697,0.000620757019446729,0.048143953047993286,22.896335800000088,0.3757359999981418,0.0003757359999981418,38.566750049591064,0.038566750049591064,rbf,1,scale,results_data/preds_N5000_S1000_D0p1.csv
5000,1000,0.3,0.9970159229105469,0.9369871495144544,0.002984077089453141,0.06301285048554561,0.0006682718994164851,0.044228780216416415,24.534039199999825,0.4426253000019642,0.00044262530000196423,45.73843026161194,0.04573843026161194,rbf,1,auto,results_data/preds_N5000_S1000_D0p3.csv
5000,1000,0.5,0.9972584513627063,0.9525020014302882,0.0027415486372937004,0.04749799856971182,0.0007463230168351479,0.03618935246616016,26.914806100001442,0.492718600002263,0.000492718600002263,44.24375891685486,0.04424375891685486,rbf,1,scale,results_data/preds_N5000_S1000_D0p5.csv
5000,1000,0.8,0.9980785673688185,0.966459721277295,0.0019214326311814967,0.03354027872270504,0.0008186023556459259,0.02916116842594184,27.77048880000075,0.4610811999991711,0.0004610811999991711,44.67172288894653,0.04467172288894653,rbf,1,scale,results_data/preds_N5000_S1000_D0p8.csv
5000,5000,0.0,0.9996497349087399,0.9214479804587125,0.00035026509126012684,0.07855201954128754,0.00010942572672458129,0.05182609835118995,32.74737490000189,0.6064127999998163,0.0006064127999998164,44.51809310913086,0.04451809310913086,rbf,10,scale,results_data/preds_N5000_S5000_D0p0.csv
5000,5000,0.1,0.9987297591387058,0.9300722814612932,0.0012702408612942362,0.06992771853870683,0.00012781690742189698,0.046822171588236226,28.351680000003398,0.6580484000005526,0.0006580484000005527,45.056655168533325,0.04505665516853333,rbf,1,scale,results_data/preds_N5000_S5000_D0p1.csv
5000,5000,0.3,0.9984886492128281,0.9376493865268481,0.0015113507871719056,0.06235061347315185,0.0001398265653246086,0.043826647881396535,30.234335100001772,0.2506758000017726,0.00025067580000177257,43.8965699672699,0.0438965699672699,rbf,10,scale,results_data/preds_N5000_S5000_D0p3.csv
5000,5000,0.5,0.9988731493209043,0.9470209014610584,0.0011268506790956812,0.05297909853894156,0.00014923743543740289,0.0399550568404893,30.26102439999886,0.6017331999973976,0.0006017331999973976,42.64552426338196,0.04264552426338196,rbf,1,scale,results_data/preds_N5000_S5000_D0p5.csv
5000,5000,0.8,0.9993165228845378,0.9703107182429727,0.0006834771154622388,0.02968928175702734,0.00017282470527497872,0.02555382378062375,33.24823440000182,0.608224200001132,0.000608224200001132,40.95130205154419,0.04095130205154419,rbf,1,scale,results_data/preds_N5000_S5000_D0p8.csv
